0.470847, -0.473389
-0.247552, -0.607428
0.951748, 0.024636
0.060898, -0.485797
0.801089, -0.095943
-0.509223, -0.505184
-0.623452, -0.353352
0.068822, 0.688908
0.474038, -0.843334
0.078019, -0.737983
0.725051, -0.070807
-0.056054, -0.099990
0.141640, 0.538481
0.247140, -0.311552
-0.248734, -0.465776
-0.296526, 0.281890
-0.272440, -0.894386
0.057316, -0.684601
-0.092363, -0.341442
0.973052, 0.092175
-0.132540, 0.403128
-0.626519, 0.087404
0.368525, -0.201233
-0.122063, 0.494042
-0.643861, 0.621563
0.274871, -0.239335
-0.501219, 0.013449
0.042316, -0.792945
0.536653, -0.469308
0.332887, 0.830245
-0.067241, -0.118353
0.842859, -0.065392
0.588370, 0.731034
0.485281, 0.114991
0.653541, 0.062451
-0.385215, -0.313106
-0.377349, -0.106852
0.133534, 0.305059
-0.874161, -0.020473
-0.087522, -0.980996
0.402081, -0.223485
-0.106213, 0.872330
-0.749696, -0.143417
-0.414957, -0.178052
-0.512660, -0.268673
0.420472, 0.871127
-0.964363, -0.044110
0.643188, 0.065404
-0.748034, -0.199366
-0.742392, 0.624846
-0.216627, -0.847492
0.195256, -0.326679
-0.492784, -0.227070
-0.371855, 0.233082
-0.591565, -0.431072
0.323676, 0.028355
0.569123, -0.745659
-0.283724, -0.555269
-0.402372, -0.663598
0.178618, 0.035222
-0.021436, -0.268008
-0.413412, -0.220395
-0.183027, -0.141391
-0.356179, -0.294686
-0.782742, 0.458132
-0.181292, -0.979729
-0.297610, 0.073028
-0.616485, 0.740574
0.588890, -0.533705
0.019837, -0.605537
0.742585, 0.624678
0.256819, 0.349187
-0.261731, -0.919136
0.085759, -0.650562
0.010550, -0.687774
0.586036, -0.499706
-0.566926, -0.324835
0.490857, -0.171422
0.914866, 0.150051
-0.096253, 0.274580
0.874397, -0.014642
-0.079778, -0.829148
0.506652, -0.697439
0.143762, 0.212512
-0.311550, -0.221607
-0.555802, 0.631520
-0.036753, 0.298805
0.018154, -0.886044
0.260507, 0.348980
-0.695865, 0.603762
-0.080890, 0.476285
0.927475, 0.071225
-0.914959, 0.292126
-0.237401, -0.002753
-0.265856, -0.238431
0.691658, 0.692380
0.829185, 0.106450
-0.478477, 0.231394
-0.953654, -0.063053
0.272670, 0.758593
-0.326723, 0.767592
0.925799, -0.097224
-0.038985, 0.773431
-0.038431, 0.096139
-0.189083, 0.088792
0.329516, 0.167207
0.241998, -0.740730
0.549331, 0.611468
0.942099, -0.134041
-0.823592, -0.115966
-0.190893, -0.338848
-0.252299, -0.385962
0.256729, 0.844677
0.486625, 0.701094
-0.706732, -0.049437
-0.886798, -0.408193
-0.499443, -0.143008
0.462215, 0.444070
-0.515151, -0.142049
0.581796, 0.249419
-0.013292, 0.602167
0.622332, -0.462460
-0.569506, 0.316265
-0.535386, -0.239336
-0.515604, 0.246995
-0.760266, 0.208112
-0.258984, -0.749803
0.068649, -0.222658
-0.213907, 0.864703
-0.471447, 0.391069
0.691977, 0.051111
-0.232685, -0.741042
-0.685680, -0.225794
0.367906, -0.601945
-0.897935, 0.402006
0.519021, -0.808785
0.742792, 0.099007
0.013479, 0.536739
0.460616, -0.425891
0.058329, 0.329472
-0.570131, -0.196099
0.170655, 0.203103
-0.455503, 0.359237
-0.301424, -0.026298
0.011048, -0.323529
0.440207, 0.553862
0.753964, -0.126265
-0.133776, -0.366913
-0.711734, -0.119325
0.656051, 0.255848
0.033618, -0.989774
0.875474, 0.099208
-0.604481, 0.487281
-0.274416, -0.106069
-0.363488, 0.855031
0.502909, 0.383796
0.457409, -0.322370
-0.076626, 0.143648
0.288775, -0.562951
0.478986, 0.324471
-0.620970, -0.642670
0.638050, -0.286982
0.771329, -0.278952
-0.340243, -0.467298
0.122125, 0.552188
0.615380, 0.697908
-0.262561, -0.870625
-0.595368, -0.343645
0.360480, 0.582867
0.247548, 0.544270
-0.461698, 0.240414
-0.214808, -0.281028
0.760646, 0.173948
-0.462448, -0.356582
-0.203847, -0.050143
-0.598401, 0.679033
0.505124, -0.373831
-0.566458, -0.466816
0.217815, 0.818696
-0.172077, -0.101829
0.714234, 0.130743
0.063905, 0.046409
-0.010633, -0.709421
0.510774, 0.586544
0.039363, -0.421643
0.128318, 0.644213
-0.703967, 0.424796
0.791968, 0.603234
-0.489333, -0.218162
-0.653818, -0.719704
-0.069451, 0.742817
0.526045, -0.758649
-0.614461, 0.761081
-0.510635, -0.250341
0.516549, -0.367260
-0.541440, 0.013043
-0.788742, -0.394419
0.996248, -0.062864
-0.560108, 0.259926
0.568695, 0.054880
0.368038, -0.379945
0.258572, -0.179759
0.795276, 0.203123
-0.116700, 0.630086
-0.147026, 0.937913
-0.495245, 0.419647
-0.504627, 0.729200
-0.328841, -0.832166
-0.221901, 0.507340
0.857835, -0.362783
0.712888, -0.489671
0.097139, 0.610689
-0.156691, 0.489926
0.194388, -0.916863
0.290274, 0.640713
0.458109, -0.564988
0.248670, -0.604136
0.291660, -0.063066
0.047505, 0.416428
-0.787621, 0.446986
0.487406, -0.164474
-0.307612, -0.040780
0.606800, 0.487115
0.238275, 0.692644
-0.725782, -0.217547
-0.318941, -0.439705
-0.129386, -0.584975
0.318393, -0.773919
-0.020800, 0.412607
0.679916, -0.659617
-0.182592, -0.823563
0.369567, -0.695116
-0.819090, -0.454009
-0.524973, 0.771414
-0.195536, -0.379927
0.560826, -0.190381
0.272819, -0.728782
0.716052, 0.693279
-0.068051, 0.259288
-0.148125, 0.467744
-0.622960, -0.095891
0.359504, 0.189300
-0.432688, -0.188709
0.370267, -0.915570
0.021222, 0.672480
0.375086, 0.068115
0.808620, 0.479317
-0.121531, -0.566539
0.185436, 0.621470
0.183285, 0.475384
-0.225957, 0.342747
-0.145860, 0.539039
-0.367916, 0.437873
0.339613, -0.123580
0.266597, 0.693409
0.122847, 0.684625
0.494560, 0.068375
-0.064722, 0.220411
0.444569, -0.128805
-0.825164, -0.535206
0.318277, -0.719163
0.374154, 0.401023
-0.007970, 0.054766
0.450280, -0.136476
0.241632, -0.890785
0.164632, 0.977594
0.420281, -0.339922
0.922691, -0.329332
-0.636755, 0.053226
0.568383, 0.819681
0.373869, -0.380857
0.929626, 0.225326
0.543984, 0.742256
-0.498553, 0.825502
0.215835, -0.462438
-0.197738, 0.624277
0.228629, 0.559231
-0.046907, -0.360107
0.301964, -0.890903
0.466595, 0.070310
-0.297781, -0.808923
0.434561, -0.340850
-0.066047, -0.055001
-0.408044, 0.003164
-0.837845, 0.333287
-0.438874, -0.149455
0.104473, -0.118783
-0.389269, -0.452357
-0.766830, -0.104641
-0.698240, 0.677805
-0.127314, 0.238345
-0.134793, 0.528713
0.083035, -0.438876
-0.186662, 0.773828
-0.266485, -0.811997
0.772196, 0.301199
0.245254, -0.021104
-0.697308, 0.342659
0.119458, -0.272779
-0.595489, -0.381381
0.129656, -0.863662
-0.427124, -0.672221
-0.016064, 0.007596
-0.334738, 0.050060
-0.641317, -0.611289
0.066279, -0.055575
-0.046609, 0.640176
-0.565194, 0.783701
-0.329080, -0.852635
-0.235973, 0.008486
-0.372802, 0.314623
-0.138834, 0.612639
0.625121, 0.404703
-0.151274, -0.462883
-0.768809, 0.627217
-0.371172, -0.291254
0.899509, 0.051967
-0.589016, 0.403179
0.237324, 0.702308
-0.316098, -0.653116
-0.914878, -0.362083
0.474497, 0.866031
-0.623771, 0.284646
0.037502, 0.296406
-0.309562, -0.800788
-0.843699, -0.050795
0.283198, -0.291549
-0.071816, 0.985863
-0.577415, -0.610766
-0.812129, 0.547660
0.526448, 0.010894
-0.900002, -0.325801
0.259374, -0.704066
0.768110, -0.373752
0.357250, 0.308014
0.786688, -0.136461
0.497930, 0.708701
-0.773877, -0.546972
-0.158804, 0.973988
-0.183601, 0.220701
-0.669992, -0.558388
-0.826101, -0.280655
0.884967, -0.354682
0.210227, -0.719567
0.241551, -0.252949
0.688004, -0.713094
-0.973529, -0.094543
-0.123550, -0.510175
-0.513991, -0.642947
-0.017481, 0.196666
-0.638310, -0.070976
-0.703480, 0.613651
-0.362419, 0.830150
0.339373, -0.159717
-0.355897, 0.436949
-0.192937, -0.698597
0.680865, -0.694403
-0.828576, 0.118921
-0.281961, -0.918233
0.766671, -0.565294
-0.892034, -0.411051
-0.530591, 0.349681
-0.915786, 0.388644
-0.065735, -0.812790
-0.551181, 0.308032
0.652591, 0.093324
-0.031429, -0.230016
0.116811, -0.753025
-0.092942, -0.068648
0.225585, -0.590960
-0.268312, 0.479209
0.060592, 0.362183
0.005745, 0.559341
0.848009, 0.494408
